id_cliente,nombre,email,segmento_demografico,tipo_contrato,fecha_alta
1258,Flor y Feijoo S.A.,zorrillaheraclio@example.org,Startup,Anual,2022-01-03
1259,Viña y Macías S.L.,pepitolobo@example.org,Startup,Mensual,2021-02-12
1260,Soluciones del Noroeste S.Com.,arroyobegona@example.net,PYME,Mensual,2024-11-29
1261,Restauración Españolas S.Coop.,valentin48@example.net,PYME,Anual,2023-05-12
1262,Benitez y Pozo S.Com.,pcorral@example.com,PYME,Anual,2024-09-26
1263,Ibarra & Asociados S.Com.,molinscustodia@example.org,Gran Empresa,Mensual,2025-07-20
1264,Comercial Casanovas S.L.N.E,rodriguezerasmo@example.org,PYME,Premium,2023-08-14
1265,Restauración Avanzadas S.Coop.,bernadsandalio@example.org,Startup,Mensual,2025-07-03
1266,Manufacturas DEO S.A.,zcarreno@example.net,PYME,Premium,2021-03-10
1267,Ruano y Alegria S.Coop.,rosafelicia@example.net,Gran Empresa,Premium,2024-06-21
1268,Mármol y Pozo S.C.P,gcortes@example.net,PYME,Premium,2025-07-28
1269,Construcción del Sur S.L.N.E,polmaxi@example.org,Gran Empresa,Premium,2021-04-06
1270,Enríquez y Osuna S.L.,candidaporta@example.com,Gran Empresa,Mensual,2022-04-04
1271,Mateos y Perez S.C.P,kmarco@example.net,PYME,Anual,2024-06-20
1272,Valderrama y Guillén S.Coop.,milagros44@example.org,Startup,Anual,2024-02-06
1273,Minería del Mediterráneo S.Coop.,eva-maria09@example.com,Startup,Premium,2022-07-29
1274,Isidoro Camacho Perez S.A.,adrianaplanas@example.com,Startup,Mensual,2021-12-26
1275,Nando Saldaña Calderon S.L.L.,dorapomares@example.net,Startup,Premium,2023-06-16
1276,Lucas & Asociados S.L.,dolores41@example.org,Startup,Anual,2021-12-22
1277,Luís y asociados S.Com.,noelia39@example.net,PYME,Mensual,2024-03-02
1278,Alimentación KQ S.A.U,descobar@example.com,Startup,Anual,2021-01-13
1279,Supermercados VWAZ S.L.N.E,liniesta@example.net,PYME,Mensual,2021-10-22
1280,Domingo & Asociados S.Coop.,teclacapdevila@example.net,PYME,Premium,2024-04-20
1281,Transportes Tolosa y asociados S.L.L.,diana18@example.org,Startup,Premium,2025-01-19
1282,Instalaciones FN S.Com.,olledo@example.net,Gran Empresa,Premium,2024-05-27
1283,Grupo Valero S.C.P,ceferino29@example.org,Gran Empresa,Mensual,2023-10-22
1284,Alimentación Montalbán S.Com.,bsuarez@example.org,Gran Empresa,Premium,2024-10-31
1285,Compañía II S.L.,hugo51@example.com,Startup,Mensual,2023-07-09
1286,Industrias FBU S.L.,luchozamorano@example.com,Startup,Mensual,2021-12-29
1287,Despacho AJ S.Com.,opineiro@example.com,Startup,Anual,2024-11-13
1288,Joaquina Soto Sabater S.Com.,rreal@example.net,PYME,Anual,2024-09-28
1289,Familia Bermejo S.L.N.E,ambrosio06@example.com,PYME,Anual,2022-02-20
1290,Grupo Uría S.L.N.E,tvara@example.com,Gran Empresa,Mensual,2022-03-07
1291,Grupo Alarcón S.Com.,nazaret69@example.net,Gran Empresa,Mensual,2024-10-25
1292,Servicios IEU S.L.N.E,florinda86@example.org,Gran Empresa,Mensual,2025-06-29
1293,Servicios Mateo & Asociados S.Com.,nazaretortuno@example.net,Gran Empresa,Premium,2023-05-09
1294,Comercializadora BD S.C.P,canalesambrosio@example.org,Startup,Mensual,2021-12-28
1295,Industrias Amor S.L.U.,esperanza87@example.com,PYME,Mensual,2024-08-21
1296,Miriam Llabrés Mendez S.Coop.,vigilloreto@example.com,PYME,Premium,2021-03-24
1297,Hotel Ibérica S.L.N.E,lcampos@example.net,PYME,Mensual,2023-09-10
1298,Familia Riera S.L.,elianairiarte@example.org,PYME,Anual,2025-02-01
1299,Servicios Cobos y asociados S.Coop.,ascension22@example.org,PYME,Anual,2022-10-07
1300,Evaristo Bellido Aznar S.L.,galindoclaudia@example.org,PYME,Mensual,2025-01-26
1301,Desarrollo Avilés & Asociados S.L.N.E,guadalupe04@example.org,PYME,Mensual,2024-02-21
1302,Cadenas y Balaguer S.C.P,cgutierrez@example.com,Startup,Anual,2021-03-03
1303,Hnos Rivero S.A.,albertopelaez@example.com,PYME,Mensual,2022-10-18
1304,Familia Grande S.Com.,maximinoadadia@example.net,PYME,Premium,2021-06-02
1305,Instalaciones Baeza S.Coop.,juan-antonio58@example.com,Startup,Premium,2022-09-11
1306,Hnos Aliaga S.L.,evangelina77@example.com,PYME,Premium,2021-06-02
1307,Soluciones LXN S.L.,ialfaro@example.net,Startup,Mensual,2021-05-21
1308,Ruth Granados Prada S.Com.,grandeemiliana@example.net,Startup,Premium,2025-02-08
1309,Logística Cuesta S.A.,saguilera@example.org,Gran Empresa,Anual,2021-11-30
1310,Promociones Castellanos & Asociados S.Com.,poliver@example.com,Gran Empresa,Anual,2024-04-21
1311,Consultoría PHS S.L.N.E,amadoalvarado@example.net,PYME,Premium,2023-12-12
1312,Finanzas Globales S.Coop.,kcolom@example.org,Gran Empresa,Mensual,2023-11-09
1313,Vito Caballero Ferrera S.L.N.E,rubenmartorell@example.org,Gran Empresa,Anual,2021-12-19
1314,Tecnologías del Mediterráneo S.Coop.,vidal52@example.org,Startup,Premium,2025-03-07
1315,Fábrica Cisneros y asociados S.L.L.,lucianotena@example.net,PYME,Mensual,2021-11-14
1316,Desarrollo Fabra & Asociados S.A.,sorianoyesica@example.com,Gran Empresa,Premium,2024-03-01
1317,Yaiza Nieto Nicolás S.L.,laraflorina@example.com,Gran Empresa,Premium,2022-02-22
1318,Comercial Ayuso S.A.T.,reyna66@example.net,Gran Empresa,Anual,2023-09-16
1319,Hermanos Flores S.A.T.,onieto@example.com,Gran Empresa,Mensual,2021-11-06
1320,Hermanos Arellano S.L.,daniel69@example.net,Gran Empresa,Anual,2025-02-09
1321,Grupo Arévalo S.Com.,dsoria@example.net,PYME,Anual,2024-08-06
1322,Soluciones Ramón y asociados S.Com.,aura02@example.org,Startup,Premium,2022-12-31
1323,Solano & Asociados S.Com.,ppuerta@example.net,Startup,Anual,2023-05-23
1324,Consultoría Iberia S.A.,ugarmendia@example.net,Startup,Anual,2025-06-15
1325,Fábrica Internacionales S.A.,iboix@example.org,PYME,Anual,2025-06-03
1326,Cobo y Salinas S.A.T.,lmurcia@example.org,Startup,Premium,2022-05-21
1327,Pozo y Pedrosa S.Coop.,lozanofortunato@example.org,Startup,Anual,2022-01-19
1328,Industrias Sacristán S.Coop.,pdomenech@example.net,Startup,Mensual,2024-01-08
1329,Talleres Abella S.Coop.,romulobilbao@example.net,PYME,Premium,2022-06-26
1330,Familia Taboada S.L.N.E,josefinaseco@example.org,Gran Empresa,Mensual,2025-03-05
1331,Rivera y asociados S.Coop.,josefinaagusti@example.com,Gran Empresa,Premium,2022-06-09
1332,Blanca Luís Gaya S.L.N.E,otomas@example.com,PYME,Anual,2023-02-21
1333,Valentín y Pineda S.L.,abadsocorro@example.org,Gran Empresa,Anual,2023-12-25
1334,Luisina Salom Nogueira S.L.,adriana03@example.net,Startup,Anual,2025-07-19
1335,Talleres Mas S.A.,jperello@example.com,Startup,Anual,2024-08-02
1336,Compañía Avanzadas S.L.,matildeblazquez@example.com,Startup,Mensual,2022-03-20
1337,Industrias RWCK S.L.N.E,wilfredo67@example.com,PYME,Mensual,2022-11-14
1338,Inmobiliaria del Mediterráneo S.L.,pozamanuela@example.org,Startup,Mensual,2022-11-26
1339,Familia Bayo S.L.N.E,nicolasborja@example.com,Gran Empresa,Mensual,2022-12-11
1340,Consultoría Prieto S.Coop.,fidela50@example.org,Startup,Premium,2022-04-13
1341,Banco Porras & Asociados S.A.,elvira72@example.org,PYME,Anual,2022-06-30
1342,Familia Torres S.L.N.E,guiomarbecerra@example.net,PYME,Mensual,2024-08-09
1343,Bermudez y Chamorro S.A.,ecantero@example.com,PYME,Mensual,2024-09-18
1344,Finanzas UMNA S.L.,jtalavera@example.org,PYME,Mensual,2022-12-01
1345,Cervera y Cabezas S.Com.,prudenciacolomer@example.net,PYME,Anual,2024-11-16
1346,Distribuciones del Mediterráneo S.Coop.,elisapuerta@example.net,Startup,Anual,2023-04-09
1347,Abella & Asociados S.Com.,godofredogarriga@example.org,Startup,Mensual,2022-10-03
1348,Restauración YM S.L.L.,martinamilcar@example.org,Gran Empresa,Premium,2022-08-20
1349,Florencia Rueda Guerra S.L.L.,rbayon@example.org,PYME,Mensual,2021-09-01
1350,Instalaciones Española S.L.N.E,ambrosio34@example.net,Startup,Mensual,2021-12-02
1351,Grupo Múñiz S.L.N.E,carina01@example.net,Startup,Premium,2023-10-10
1352,Banco Escudero S.Coop.,fmoya@example.com,PYME,Anual,2023-06-06
1353,Compañía WA S.Com.,agustintelmo@example.net,PYME,Anual,2023-10-19
1354,Transportes OBHP S.A.,rosalinda85@example.org,Gran Empresa,Mensual,2023-05-26
1355,Restauración Villalonga & Asociados S.L.N.E,zdomenech@example.org,Gran Empresa,Premium,2023-05-04
1356,Valverde & Asociados S.L.,macario01@example.net,Gran Empresa,Mensual,2025-07-22
1357,Consultoría Córdoba S.Coop.,mmadrigal@example.net,Gran Empresa,Premium,2021-02-10
1358,Ruy Torrens Ferrer S.Com.,eligia51@example.com,Gran Empresa,Mensual,2021-11-26
1359,Instalaciones SMHW S.Coop.,ksegarra@example.com,PYME,Premium,2022-12-08
1360,Compañía BQE S.L.N.E,romacasandra@example.org,Startup,Mensual,2024-09-11
1361,Talleres OG S.A.,ealvarado@example.org,Gran Empresa,Premium,2021-11-10
1362,Inversiones Belmonte y asociados S.Com.,ledesmamario@example.net,Startup,Mensual,2021-06-01
1363,Fábrica Castellana S.L.,reinaldouriarte@example.net,Startup,Premium,2021-10-26
1364,Distribuciones Internacionales S.A.,anastasia10@example.com,Gran Empresa,Mensual,2024-07-23
1365,Cerezo & Asociados S.C.P,casemiro72@example.com,Startup,Premium,2021-06-23
1366,Piquer & Asociados S.L.U.,tsalamanca@example.com,Gran Empresa,Mensual,2024-11-14
1367,Servicios MLH S.Com.,gallartremigio@example.com,PYME,Anual,2022-05-07
1368,Alvarez y asociados S.Coop.,natividadprado@example.net,PYME,Mensual,2023-12-23
1369,Azeneth Pujadas Jurado S.L.U.,jacobo38@example.org,Startup,Anual,2023-10-13
1370,Compañía Española S.A.,leirevillalonga@example.com,PYME,Anual,2024-09-12
1371,Inmobiliaria del Sur S.Com.,haroldo29@example.org,Startup,Premium,2021-11-28
1372,Armas y asociados S.L.,lbautista@example.org,Gran Empresa,Premium,2021-11-23
1373,Inversiones Mercader S.Coop.,anacrespi@example.net,Gran Empresa,Anual,2023-11-25
1374,Hermanos Carro S.A.T.,jose-manuel55@example.com,Startup,Mensual,2022-01-09
1375,Minería Gilabert & Asociados S.L.,elvirasans@example.org,Startup,Anual,2025-07-25
1376,Alfaro y Acosta S.A.,nbarco@example.com,PYME,Premium,2023-11-08
1377,Hotel FY S.C.P,alexandramillan@example.net,Startup,Anual,2021-07-15
1378,Familia Pina S.L.,agustinplinio@example.org,Gran Empresa,Premium,2024-08-18
1379,Talleres HZTZ S.Coop.,hernandezmicaela@example.org,Gran Empresa,Mensual,2023-05-09
1380,Restauración JQ S.Coop.,cardonaluciano@example.net,Gran Empresa,Premium,2024-05-27
1381,Despacho Garay & Asociados S.Com.,poloines@example.org,Startup,Mensual,2024-05-30
1382,Comercializadora Pina & Asociados S.L.,felisa82@example.com,Startup,Mensual,2024-06-21
1383,Odalys Sobrino Fuentes S.Coop.,ecadenas@example.com,Startup,Anual,2021-04-27
1384,Montoya y Iglesias S.Coop.,severianomonreal@example.com,PYME,Mensual,2021-03-13
1385,Alfaro y Acuña S.Com.,perarocio@example.org,PYME,Mensual,2024-01-17
1386,Fábrica Zorrilla & Asociados S.A.,atiliohidalgo@example.org,Gran Empresa,Premium,2021-05-22
1387,Hermanos Galindo S.L.,maximilianocid@example.net,Startup,Anual,2022-08-31
1388,Montserrat y asociados S.L.L.,wbauza@example.com,PYME,Anual,2023-04-20
1389,Grupo Iriarte S.L.N.E,marranz@example.net,Startup,Mensual,2021-08-06
1390,Fábrica Moraleda & Asociados S.Com.,manola78@example.net,PYME,Mensual,2021-04-20
1391,Supermercados del Norte S.L.N.E,victoriamanzano@example.com,PYME,Anual,2021-04-20
1392,Larrañaga y Palacio S.Coop.,sandalio55@example.net,PYME,Anual,2023-04-05
1393,Familia Estévez S.L.L.,angelaportero@example.com,Startup,Premium,2022-01-08
1394,Logística WCAF S.L.L.,nblanco@example.org,PYME,Premium,2024-11-08
1395,Familia Busquets S.L.,eulalia97@example.net,Gran Empresa,Anual,2025-04-13
1396,Salmerón y asociados S.A.,rojasgabriel@example.org,PYME,Premium,2024-07-05
1397,Gonzalez & Asociados S.Com.,monica57@example.org,Gran Empresa,Mensual,2022-08-21
1398,Calderón y Paz S.L.L.,laurabermudez@example.org,PYME,Premium,2021-01-16
1399,Servicios Españolas S.A.,palomaresrosendo@example.net,Gran Empresa,Premium,2022-03-05
1400,Valcárcel y Bernat S.C.P,franciscoarribas@example.com,Startup,Mensual,2021-12-29
1401,Talleres Flores y asociados S.Com.,oliverzaira@example.net,Gran Empresa,Mensual,2024-08-29
1402,Desarrollo Pinto & Asociados S.L.,manuela05@example.org,Gran Empresa,Mensual,2022-12-19
1403,Máximo Carlos Reguera S.L.N.E,cespedessoledad@example.org,PYME,Mensual,2025-03-21
1404,Industrias Arévalo y asociados S.L.L.,ileanavelasco@example.org,Startup,Premium,2023-12-10
1405,Benito Gallego Castilla S.A.,juanaartigas@example.org,PYME,Premium,2023-02-03
1406,Inmobiliaria Aguado S.L.,hoyosjoan@example.com,PYME,Mensual,2023-02-12
1407,Mancebo y asociados S.A.,cuevasmaria-jose@example.org,Gran Empresa,Mensual,2022-05-04
1408,Hotel Ávila y asociados S.L.U.,bartolomeseverino@example.com,Gran Empresa,Anual,2023-06-21
1409,Epifanio Valero Tejedor S.L.,rbenavente@example.net,PYME,Anual,2022-08-16
1410,Transportes WP S.Com.,riosmontserrat@example.com,Gran Empresa,Premium,2024-03-24
1411,Promociones UXKM S.A.,albertocasado@example.org,PYME,Anual,2024-08-05
1412,Valero y Rivas S.A.,chucho65@example.org,Gran Empresa,Premium,2023-12-28
1413,Despacho SPDK S.L.N.E,pratanastasia@example.com,Gran Empresa,Mensual,2021-08-30
1414,Teruel & Asociados S.A.,cayetanaugarte@example.com,Startup,Premium,2025-07-21
1415,Maricela Badía Vizcaíno S.L.,haydeequintana@example.com,Gran Empresa,Mensual,2021-11-28
1416,Transportes Rosell S.L.L.,flloret@example.net,PYME,Anual,2022-03-01
1417,Dominguez y asociados S.A.D,nereidasancho@example.net,Gran Empresa,Mensual,2021-11-17
1418,Tecnologías Sotelo y asociados S.L.,cerverateofilo@example.org,Startup,Mensual,2025-06-30
1419,Teresita Saura Pavón S.Com.,tlarrea@example.org,Gran Empresa,Mensual,2022-07-11
1420,Medina y asociados S.L.N.E,udieguez@example.com,PYME,Premium,2022-06-17
1421,Nadal & Asociados S.Coop.,mariaballester@example.net,Gran Empresa,Premium,2025-07-17
1422,Asenjo y Noriega S.L.N.E,hortensia33@example.org,Startup,Premium,2021-04-01
1423,Dalila Mateu Arévalo S.A.,rodrigueznico@example.net,Startup,Premium,2023-12-20
1424,Familia Sevilla S.Coop.,abravo@example.org,PYME,Anual,2021-11-27
1425,Banca Privada FB S.L.N.E,florina30@example.org,Startup,Anual,2024-12-11
1426,Farmaceútica ZIL S.Coop.,msegui@example.com,PYME,Mensual,2021-12-13
1427,Industrias PUTT S.L.,remigio04@example.net,Gran Empresa,Anual,2023-04-09
1428,Raquel Santiago Mateu S.Com.,umadrid@example.net,Gran Empresa,Mensual,2024-05-14
1429,Comercial LK S.A.,qaragon@example.com,Gran Empresa,Mensual,2024-07-13
1430,Banca Privada UK S.Coop.,pradoeduardo@example.net,Gran Empresa,Anual,2021-09-10
1431,Esparza y Marti S.L.N.E,daniarana@example.org,PYME,Anual,2022-09-09
1432,Promociones Herranz S.A.,alberto24@example.org,Gran Empresa,Anual,2023-06-28
1433,Infraestructuras Aguirre y asociados S.L.,villaencarna@example.org,PYME,Anual,2021-02-01
1434,Chuy Luna Bertrán S.L.N.E,ytamarit@example.org,PYME,Anual,2021-11-19
1435,Infraestructuras Alcolea & Asociados S.L.,camilo63@example.net,PYME,Premium,2024-12-28
1436,Ester Iglesia Espejo S.L.N.E,herminiadavila@example.net,PYME,Anual,2021-07-15
1437,Banca Privada WDPK S.L.,dadan@example.net,PYME,Mensual,2021-01-11
1438,Ovidio Calderón Yáñez S.Coop.,juanitocapdevila@example.org,PYME,Premium,2023-11-13
1439,Supermercados Vallés y asociados S.L.N.E,solanojuanita@example.com,PYME,Premium,2022-02-27
1440,Promociones Escamilla S.Coop.,mcaro@example.net,PYME,Premium,2023-04-10
1441,Esperanza Antón Río S.L.N.E,wcruz@example.com,PYME,Premium,2025-04-14
1442,Grupo Rocamora S.L.N.E,adolfo08@example.net,Startup,Anual,2021-08-11
1443,Inversiones Casanovas y asociados S.A.T.,soteloanacleto@example.net,Startup,Mensual,2022-09-16
1444,Talleres del Norte S.L.,ciriacovina@example.com,Startup,Anual,2021-10-26
1445,Casal & Asociados S.Com.,nydiagalvez@example.com,Gran Empresa,Premium,2024-01-14
1446,Blanch & Asociados S.Coop.,domingo95@example.net,Startup,Anual,2022-08-15
1447,Galiano y Blazquez S.Com.,aurelianoiniguez@example.org,PYME,Mensual,2022-06-14
1448,Marco y Marqués S.Coop.,cortesadelardo@example.net,Gran Empresa,Mensual,2021-03-11
1449,Capdevila y Herrero S.A.D,ines62@example.org,Startup,Mensual,2022-09-06
1450,Hermanos Cánovas S.L.N.E,hidalgocandelas@example.net,Gran Empresa,Premium,2022-04-12
1451,Soluciones Hernandez & Asociados S.Coop.,benettatiana@example.org,Gran Empresa,Mensual,2025-03-11
1452,Visitación Ferreras Palma S.Coop.,suareztoribio@example.net,PYME,Mensual,2022-03-19
1453,Supermercados Rozas S.L.N.E,xclavero@example.com,Startup,Mensual,2021-10-24
1454,Comercializadora Ojeda & Asociados S.L.,ramoros@example.org,Gran Empresa,Anual,2021-11-30
1455,Suministros GY S.L.L.,xcozar@example.com,Gran Empresa,Anual,2023-04-04
1456,Desarrollo Fernández S.L.N.E,angelapizarro@example.net,Startup,Premium,2023-04-13
1457,Hotel Valentín S.A.,colladoprimitiva@example.org,Gran Empresa,Mensual,2023-10-21
1458,Manufacturas Avanzadas S.L.,elvira57@example.net,PYME,Premium,2023-11-04
1459,Soluciones Barral & Asociados S.L.N.E,felicianamadrid@example.com,PYME,Anual,2024-05-19
1460,Finanzas LC S.Coop.,calistagallo@example.net,Startup,Premium,2024-07-08
1461,Hnos Carrasco S.Coop.,domingueziban@example.net,PYME,Premium,2023-04-05
1462,Familia Giralt S.L.N.E,eutropiosimo@example.org,Gran Empresa,Mensual,2025-03-25
1463,Manufacturas Ferrando & Asociados S.L.N.E,filomena97@example.com,Gran Empresa,Premium,2025-04-30
1464,Instalaciones Oliva y asociados S.Coop.,eloisabarrios@example.org,Startup,Anual,2025-01-08
1465,Fausto Alcalá Niño S.Coop.,xpol@example.com,Gran Empresa,Anual,2021-05-12
1466,Banca Privada Montes S.L.L.,nbelda@example.com,Gran Empresa,Premium,2021-06-25
1467,Alimentación Ferreras S.Com.,tcordero@example.net,Startup,Premium,2022-12-12
1468,Supermercados VUR S.Com.,lupe01@example.org,PYME,Premium,2021-12-02
1469,Tecnologías Lucas y asociados S.L.,marcoelias@example.org,PYME,Anual,2022-07-21
1470,Isidora Pastor Rios S.Coop.,ramiro00@example.com,Startup,Anual,2025-02-22
1471,Ortuño y Alberola S.L.N.E,edmundo73@example.org,Startup,Mensual,2025-05-20
1472,Hermanos Díez S.Com.,dora85@example.org,Startup,Anual,2024-10-14
1473,Aurora Gallego Riquelme S.L.,ealfonso@example.org,PYME,Anual,2021-06-28
1474,Posada & Asociados S.L.N.E,qgaya@example.com,Gran Empresa,Premium,2023-03-15
1475,Carnero y asociados S.Com.,juliovaldes@example.org,PYME,Anual,2022-09-16
1476,Promociones Globales S.Coop.,kvaquero@example.com,PYME,Premium,2021-03-27
1477,Español y asociados S.A.,quintananayara@example.org,PYME,Premium,2022-10-23
1478,Hermanos Fuente S.Coop.,blanesmaxi@example.org,Startup,Mensual,2024-02-21
1479,Flavio Calvet Rovira S.C.P,lagunamartin@example.org,PYME,Mensual,2021-10-11
1480,Hotel Terrón & Asociados S.L.,maxirojas@example.net,Startup,Anual,2022-08-15
1481,Transportes Solsona S.Com.,dbustamante@example.com,PYME,Mensual,2023-11-02
1482,Promociones Marín S.L.,gchaves@example.org,PYME,Premium,2023-10-04
1483,Corominas y Pastor S.Com.,opina@example.org,Gran Empresa,Mensual,2022-02-27
1484,Hermanos Izquierdo S.A.,adriancarrillo@example.org,Startup,Premium,2024-08-01
1485,Grupo Valenciano S.L.N.E,leonviviana@example.org,PYME,Premium,2022-04-09
1486,Fábrica del Norte S.A.,saturnino23@example.org,Startup,Anual,2023-05-26
1487,Páez y Álamo S.L.,lladocesar@example.org,PYME,Premium,2022-05-16
1488,Pérez y Cueto S.L.,vgallego@example.net,Startup,Premium,2023-06-25
1489,Construcción Matas S.Com.,agustinacabello@example.net,PYME,Premium,2022-09-24
1490,Ariño y Nicolás S.L.N.E,apolinarlobo@example.net,PYME,Mensual,2022-01-10
1491,Comercial CAS S.L.,joseanton@example.net,Startup,Premium,2023-08-09
1492,Restauración XBNO S.C.P,vergaramaricela@example.com,Startup,Anual,2023-08-02
1493,Infraestructuras CZ S.Com.,davilaclimaco@example.org,Startup,Premium,2021-07-27
1494,Manufacturas Atienza & Asociados S.Coop.,bruano@example.com,Gran Empresa,Mensual,2023-10-09
1495,Tecla Alcolea Fabregat S.Com.,marichus@example.com,Startup,Anual,2024-08-08
1496,Inversiones Rubio S.L.,kporcel@example.net,Gran Empresa,Premium,2022-11-27
1497,Talleres Padilla y asociados S.L.L.,fabricio35@example.net,Startup,Premium,2023-03-17
1498,Banco AU S.L.,severiano06@example.org,PYME,Premium,2022-12-17
1499,Hermanos Elías S.Com.,domingacrespo@example.com,PYME,Premium,2021-04-26
1500,Sevillano y Belda S.Com.,salome54@example.com,PYME,Anual,2022-04-01
1501,Farmaceútica Falcó S.L.L.,madrideusebio@example.org,Startup,Anual,2025-02-10
1502,Porcel y Carretero S.Com.,concepcionbarros@example.com,PYME,Anual,2023-04-22
1503,Peñalver y asociados S.L.N.E,nadia96@example.net,PYME,Premium,2024-06-09
1504,Banco Amigó S.Coop.,amanda22@example.org,Gran Empresa,Anual,2021-02-01
1505,Cruz & Asociados S.Coop.,emiliano98@example.net,Gran Empresa,Mensual,2023-04-05
1506,Despacho Palacio S.Coop.,kalcolea@example.net,PYME,Anual,2021-04-23
1507,Talleres Benet S.Com.,overa@example.org,Gran Empresa,Premium,2022-02-14
1508,Teo Gámez Gimenez S.L.,fbaron@example.net,Gran Empresa,Mensual,2023-04-03
1509,Servicios Jara & Asociados S.Com.,conradohurtado@example.com,PYME,Premium,2025-01-14
1510,Moreno Viña Muro S.Coop.,modestovinas@example.net,Gran Empresa,Anual,2022-03-23
1511,Aragonés & Asociados S.Com.,davidsolera@example.org,PYME,Mensual,2022-08-17
1512,Montero y Julián S.Coop.,mendezsonia@example.net,PYME,Mensual,2023-04-14
1513,Font y asociados S.C.P,florentina57@example.net,PYME,Anual,2022-11-12
1514,Gabriel Gámez Sáez S.Com.,montenegrokike@example.net,Startup,Anual,2024-06-18
1515,Inversiones QETT S.A.,chemacanizares@example.com,PYME,Anual,2021-06-25
1516,Industrias Integrales S.L.N.E,saldanarosalina@example.net,Startup,Premium,2023-03-14
1517,Infraestructuras Martínez S.A.,diana84@example.net,Gran Empresa,Premium,2023-09-10
1518,Suministros Españolas S.L.,olga39@example.org,PYME,Mensual,2024-04-08
1519,Banca Privada Globales S.A.U,panfilo60@example.org,PYME,Anual,2022-05-17
1520,Suministros Fuertes S.A.,abascaleugenia@example.com,Startup,Mensual,2025-01-23
1521,Noa Pastor Zabaleta S.L.N.E,valencianociriaco@example.org,Gran Empresa,Anual,2024-01-03
1522,Asenjo y Vila S.C.P,chuychaparro@example.org,Gran Empresa,Anual,2024-10-08
1523,Alberto & Asociados S.C.P,pledesma@example.com,Startup,Premium,2024-06-27
1524,Leiva & Asociados S.Com.,pizarrojose-luis@example.net,Startup,Mensual,2021-04-02
1525,Hnos Verdú S.Coop.,jdieguez@example.org,PYME,Premium,2022-07-17
1526,Grupo Moll S.Coop.,xiomaravalbuena@example.org,Startup,Premium,2025-01-08
1527,Construcción DLM S.Com.,morenapuga@example.net,Gran Empresa,Anual,2022-02-20
1528,Familia Romeu S.Com.,angelaortega@example.com,PYME,Premium,2025-01-18
1529,Lumbreras y asociados S.Com.,adoragonzalo@example.org,Gran Empresa,Premium,2024-08-05
1530,Mora y Montaña S.L.,roldanmarcela@example.com,Startup,Premium,2021-08-16
1531,Familia Santos S.Coop.,belen51@example.org,Gran Empresa,Anual,2023-01-16
1532,Supermercados Leon & Asociados S.L.,ignacioescribano@example.net,Startup,Anual,2021-11-29
1533,Familia Calderón S.A.,tristanfont@example.net,Startup,Anual,2023-10-04
1534,Inversiones Tudela y asociados S.Com.,ibarrasebastian@example.net,Gran Empresa,Premium,2024-04-24
1535,Rico y Tena S.Com.,jose-luisolmo@example.net,PYME,Anual,2022-06-21
1536,Antúnez y Villena S.L.,baezpilar@example.com,Startup,Premium,2023-04-09
1537,Aguilera & Asociados S.A.,griseldacomas@example.net,Startup,Premium,2025-02-11
1538,Talleres Españolas S.Com.,moratacarmelo@example.org,Gran Empresa,Premium,2024-12-09
1539,Peñalver & Asociados S.A.,uribeencarnacion@example.org,Gran Empresa,Premium,2021-03-10
1540,Comercial Herranz & Asociados S.C.P,harnau@example.com,Startup,Anual,2023-05-27
1541,Cañizares y asociados S.A.,reigmartin@example.com,Startup,Mensual,2023-09-09
1542,Hnos Rios S.L.,diezbautista@example.net,Startup,Mensual,2021-06-21
1543,Grupo Ricart S.A.,yesica58@example.com,PYME,Mensual,2025-03-03
1544,Mayoral y Cornejo S.A.U,teresa03@example.com,Gran Empresa,Mensual,2025-02-08
1545,Solís y Arroyo S.Com.,jaimerios@example.com,Startup,Mensual,2022-07-20
1546,Infraestructuras BRF S.L.,figuerolanestor@example.com,Gran Empresa,Anual,2022-09-29
1547,Transportes Rios & Asociados S.A.,mcoca@example.com,Startup,Mensual,2025-03-21
1548,Gelabert y Figuerola S.L.,rosa-mariagarzon@example.org,PYME,Anual,2023-03-24
1549,Talleres Iberia S.A.,riquelmeodalys@example.org,Startup,Mensual,2022-01-09
1550,Familia Barberá S.Com.,ramirezsusana@example.net,PYME,Anual,2022-01-30
1551,Hnos Marí S.L.,silvestre72@example.com,Gran Empresa,Anual,2022-10-12
1552,Peiró y Aguilar S.A.T.,gayamoreno@example.org,Startup,Mensual,2022-05-14
1553,Raya y asociados S.A.,somozarosalina@example.org,Startup,Premium,2022-08-17
1554,Compañía ZCLX S.L.L.,sosafelipe@example.org,Gran Empresa,Premium,2024-02-07
1555,Gárate y Asenjo S.Com.,wvillalobos@example.org,Gran Empresa,Premium,2025-03-07
1556,Benito y asociados S.L.L.,epifanio44@example.org,Startup,Anual,2021-02-09
1557,Izaguirre & Asociados S.Coop.,rupertovalbuena@example.com,Gran Empresa,Anual,2023-04-16
1558,Instalaciones del Levante S.A.,rafael11@example.net,PYME,Premium,2025-04-25
1559,Isern y asociados S.L.N.E,botellaflor@example.org,PYME,Mensual,2024-01-13
1560,Lorenza Gibert Duran S.Coop.,eborja@example.org,Startup,Mensual,2025-04-14
1561,Gibert y Roldan S.A.,aguirreagata@example.net,Gran Empresa,Premium,2025-05-19
